,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,s_timestamp,patient,session,task
21-07-2021 10:38:27.945763013094551,-0.8388672,-0.09765625,0.13183594,33.90625,-9.46875,15.3125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,2021-07-21 10:38:27.074000,9000194253,1,1
21-07-2021 10:38:27.948763015548405,-0.9326172,-0.28222656,-0.061523438,-5.21875,0.96875,6.875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,2021-07-21 10:38:27.074000,9000194253,1,1
21-07-2021 10:38:27.949763017230384,-0.9628906,-0.18359375,0.2421875,-15.46875,0.65625,10.46875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,2021-07-21 10:38:27.074000,9000194253,1,1
21-07-2021 10:38:27.952763020275019,-0.97753906,0.16308594,-0.03125,-0.375,4.0,-15.28125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,2021-07-21 10:38:27.074000,9000194253,1,1
21-07-2021 10:38:27.962763029511165,-0.98828125,-0.22167969,-0.09765625,1.5,1.875,7.625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,2021-07-21 10:38:27.089380,9000194253,1,1
21-07-2021 10:38:27.963763030176894,-0.92089844,-0.20703125,0.22851562,-13.9375,-1.0625,10.1875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,2021-07-21 10:38:27.089150,9000194253,1,1
21-07-2021 10:38:27.968763035545228,-0.97558594,0.171875,-0.009765625,0.96875,0.78125,-14.34375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,2021-07-21 10:38:27.089150,9000194253,1,1
21-07-2021 10:38:27.972763040164342,-0.82128906,-0.046875,0.15527344,49.375,-7.21875,12.0625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,2021-07-21 10:38:27.089150,9000194253,1,1
21-07-2021 10:38:27.977763044615124,-1.0136719,-0.19238281,-0.0859375,2.78125,2.1875,8.34375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,2021-07-21 10:38:27.104760,9000194253,1,1
21-07-2021 10:38:27.979763046232988,-0.9140625,-0.24316406,0.23242188,-13.75,-1.0,9.9375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,2021-07-21 10:38:27.104300,9000194253,1,1
21-07-2021 10:38:27.982763049442051,-0.9707031,0.17773438,-0.001953125,0.59375,-0.5,-13.9375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,2021-07-21 10:38:27.104300,9000194253,1,1
21-07-2021 10:38:27.988763056034290,-0.8378906,-0.021484375,0.19628906,58.6875,-4.84375,9.125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,2021-07-21 10:38:27.104300,9000194253,1,1
